,description,boot_space
341,"The Volkswagen Caddy Maxi has a length of 4853 mm, a height of 1800 mm, a width of 1855 mm without the exterior mirrors and a measurement of 2100 millimeters with the mirrors unfolded. Motorization: diesel and  petrol. Because of its basis on commercial vehicle and spacious interior, we classify the Volkswagen Caddy Maxi in the category of passenger vans. This model from the year 2021 is 25 mm shorter, 62 mm wider and 31 mm lower compared to the dimensions of the 2015 Volkswagen Caddy Maxi.Do you like the trend of larger cars? 👍 👎",Boot space: (5) - (7) liters.
342,"The Mercedes-Benz V ct has a length of 4895 mm, a height of 1907 mm, a width of 1928 mm without the exterior mirrors and a measurement of 2249 millimeters with the mirrors unfolded. Motorization: diesel. Because of its basis on commercial vehicle and spacious interior, we classify the Mercedes-Benz V ct in the category of passenger vans. This model from the year 2019 has the same length, has the same width and 27 mm higher compared to the dimensions of the 2014 Mercedes-Benz V ct.Do you like the trend of larger cars? 👍 👎",Boot space: (5) 2400 - (8) 610 liters.
343,"The Volkswagen T6.1 Caravelle ct has a length of 4904 mm, a height of 1990 mm, a width of 1904 mm without the exterior mirrors and a measurement of 2297 millimeters with the mirrors unfolded. Motorization: diesel. Because of its basis on commercial vehicle and spacious interior, we classify the Volkswagen T6.1 Caravelle ct in the category of passenger vans. This model from the year 2020 is the same size compared to the dimensions of the 2015 Volkswagen T6 Caravelle ct.Do you like the trend of larger cars? 👍 👎",Boot space:  liters.
344,"The Fiat Ulysse Standard has a length of 4956 mm, a height of 1890 mm, a width of 1920 mm without the exterior mirrors and a measurement of 2204 millimeters with the mirrors unfolded. Motorization: electric. The electric model is called E-Ulysse. Because of its basis on commercial vehicle and spacious interior, we classify the Fiat Ulysse Standard in the category of passenger vans. This model from the year 2022 is 43 mm shorter, 36 mm narrower and 81 mm lower compared to the dimensions of the 2016 Fiat Talento Combi.Do you like the trend of larger cars? 👍 👎",Boot space: (5) 2381 - (8) 603 liters.
345,"The Opel Zafira Life M has a length of 4956 mm, a height of 1890 mm, a width of 1920 mm without the exterior mirrors and a measurement of 2204 millimeters with the mirrors unfolded. Motorization: diesel and  electric. The electric model is called Zafira-e Life M. Because of its basis on commercial vehicle and spacious interior, we classify the Opel Zafira Life M in the category of passenger vans. This model from the year 2019 is 43 mm shorter, 36 mm narrower and 81 mm lower compared to the dimensions of the 2015 Opel Vivaro Combi.Do you like the trend of larger cars? 👍 👎",Boot space: (6) 2381 - (9) 603 liters.
346,"The Citroen SpaceTourer M has a length of 4956 mm, a height of 1890 mm, a width of 1920 mm without the exterior mirrors and a measurement of 2204 millimeters with the mirrors unfolded. Motorization: diesel and  electric. The electric model is called ë-SpaceTourer M. Because of its basis on commercial vehicle and spacious interior, we classify the Citroen SpaceTourer M in the category of passenger vans.Do you like the trend of larger cars? 👍 👎",Boot space: (6) 2381 - (9) 603 liters.
347,"The Peugeot Traveller Standard has a length of 4956 mm, a height of 1890 mm, a width of 1920 mm without the exterior mirrors and a measurement of 2204 millimeters with the mirrors unfolded. Motorization: diesel and  electric. The electric model is called e-Traveller Standard. Because of its basis on commercial vehicle and spacious interior, we classify the Peugeot Traveller Standard in the category of passenger vans. This model from the year 2016  stands out for being 151 mm longer compared to the dimensions of the 2012 Peugeot Expert Tepee ct.Do you like the new generation size change? 👍 👎",Boot space: (6) 2381 - (9) 603 liters.
348,"The Toyota Proace Verso Medium has a length of 4959 mm, a height of 1890 mm, a width of 1920 mm without the exterior mirrors and a measurement of 2204 millimeters with the mirrors unfolded. Motorization: diesel. Because of its basis on commercial vehicle and spacious interior, we classify the Toyota Proace Verso Medium in the category of passenger vans. This model from the year 2016  stands out for being 146 mm longer compared to the dimensions of the 2013 Toyota Proace ct.Do you like the new generation size change? 👍 👎",Boot space: (6) 2381 - (9) 603 liters.
349,"The Renault Trafic Combi has a length of 4999 mm, a height of 1971 mm, a width of 1956 mm without the exterior mirrors and a measurement of 2283 millimeters with the mirrors unfolded. Motorization: diesel. Because of its basis on commercial vehicle and spacious interior, we classify the Renault Trafic Combi in the category of passenger vans.Do you like the trend of larger cars? 👍 👎",Boot space: (6) 2500 - (9) 1000 liters.
350,"The Ford Tourneo Custom has a length of 5050 mm, a height of 1983 mm, a width of 2032 mm without the exterior mirrors and a measurement of 2275 millimeters with the mirrors unfolded. Motorization: diesel,  petrol plug-in hybrid and  electric. The plug-in hybrid model is called Tourneo Custom PHEV. The electric model is called E-Tourneo Custom. Because of its basis on commercial vehicle and spacious interior, we classify the Ford Tourneo Custom in the category of passenger vans. This model from the year 2023  stands out for being 78 mm longer compared to the dimensions of the 2018 Ford Tourneo Custom L1.Do you like the new generation size change? 👍 👎",Boot space: (6) - (9) - liters.
351,"The Mercedes-Benz V lg has a length of 5140 mm, a height of 1901 mm, a width of 1928 mm without the exterior mirrors and a measurement of 2249 millimeters with the mirrors unfolded. Motorization: diesel and  electric. The electric model is called EQV lg. Because of its basis on commercial vehicle and spacious interior, we classify the Mercedes-Benz V lg in the category of passenger vans. This model from the year 2019 has the same length, has the same width and 21 mm higher compared to the dimensions of the 2014 Mercedes-Benz V lg.Do you like the trend of larger cars? 👍 👎",Boot space: (5) 2820 - (8) 1030 liters.
352,"The Volkswagen T6.1 Caravelle lg has a length of 5304 mm, a height of 1990 mm, a width of 1904 mm without the exterior mirrors and a measurement of 2297 millimeters with the mirrors unfolded. Motorization: diesel. Because of its basis on commercial vehicle and spacious interior, we classify the Volkswagen T6.1 Caravelle lg in the category of passenger vans. This model from the year 2020 is the same size compared to the dimensions of the 2015 Volkswagen T6 Caravelle lg.Do you like the trend of larger cars? 👍 👎",Boot space:  liters.
353,"The Opel Zafira Life L has a length of 5306 mm, a height of 1890 mm, a width of 1920 mm without the exterior mirrors and a measurement of 2204 millimeters with the mirrors unfolded. Motorization: diesel and  electric. The electric model is called Zafira-e Life L. Because of its basis on commercial vehicle and spacious interior, we classify the Opel Zafira Life L in the category of passenger vans. This model from the year 2019  stands out for being 93 mm shorter compared to the dimensions of the 2015 Opel Vivaro Combi lg.Do you like the trend of larger cars? 👍 👎",Boot space: (6) 2932 - (9) 989 liters.
354,"The Citroen SpaceTourer XL has a length of 5306 mm, a height of 1890 mm, a width of 1920 mm without the exterior mirrors and a measurement of 2204 millimeters with the mirrors unfolded. Motorization: diesel and  electric. The electric model is called ë-SpaceTourer XL. Because of its basis on commercial vehicle and spacious interior, we classify the Citroen SpaceTourer XL in the category of passenger vans.Do you like the trend of larger cars? 👍 👎",Boot space: (6) 2932 - (9) 989 liters.
355,"The Peugeot Traveller Long has a length of 5308 mm, a height of 1890 mm, a width of 1920 mm without the exterior mirrors and a measurement of 2204 millimeters with the mirrors unfolded. Motorization: diesel and  electric. The electric model is called e-Traveller Long. Because of its basis on commercial vehicle and spacious interior, we classify the Peugeot Traveller Long in the category of passenger vans. This model from the year 2016  stands out for being 173 mm longer compared to the dimensions of the 2012 Peugeot Expert Tepee lg.Do you like the new generation size change? 👍 👎",Boot space: (6) 2932 - (9) 989 liters.
356,"The Toyota Proace Verso Long has a length of 5309 mm, a height of 1890 mm, a width of 1920 mm without the exterior mirrors and a measurement of 2204 millimeters with the mirrors unfolded. Motorization: diesel. Because of its basis on commercial vehicle and spacious interior, we classify the Toyota Proace Verso Long in the category of passenger vans. This model from the year 2016  stands out for being 166 mm longer compared to the dimensions of the 2013 Toyota Proace lg.Do you like the new generation size change? 👍 👎",Boot space: (6) 2932 - (9) 989 liters.
357,"The Mercedes-Benz V xlg has a length of 5370 mm, a height of 1908 mm, a width of 1928 mm without the exterior mirrors and a measurement of 2249 millimeters with the mirrors unfolded. Motorization: diesel and  electric. The electric model is called EQV xlg. Because of its basis on commercial vehicle and spacious interior, we classify the Mercedes-Benz V xlg in the category of passenger vans. This model from the year 2019 has the same length, has the same width and 28 mm higher compared to the dimensions of the 2014 Mercedes-Benz V xlg.Do you like the trend of larger cars? 👍 👎",Boot space: (5) 3200 - (8) 1410 liters.
358,"The Renault Grand Trafic Combi has a length of 5399 mm, a height of 1971 mm, a width of 1956 mm without the exterior mirrors and a measurement of 2283 millimeters with the mirrors unfolded. Motorization: diesel. Because of its basis on commercial vehicle and spacious interior, we classify the Renault Grand Trafic Combi in the category of passenger vans.Do you like the trend of larger cars? 👍 👎",Boot space: (6) 3400 - (9) 1800 liters.
